weight,subsid,ret,soc,age,age_grp,region,sex,tenure,fihhyr2,mastat,dfihhyr,dfihhyrchg,saveamount,huresp,hsval,mg1tot,xpmg,usa,usb,ush,usc,usj,usd,usi,use,usk,usg,us,ustot,xpus,billscc,actbillscc1,actbillscc2,actbillscc3,actbillscc4,actbillscc5,actbillscc6,actbillscc7,actbillscc8,actbillscc9,actbillscc10,actbillscc11,actbill_otherspec,condebt,actdebt1,actdebt2,actdebt3,actdebt4,actdebt5,actdebt7,actdebt6,actdebt8,actdebt9,actdebt_otherspec,changecondebt,hscntcr1,hscrchg,newloan,outloan,deposit,depositsave,timedeposit,nvesttot,savingch,savebcs1,savebcs2,savebcs3,savebcs4,savebcs5,savebcs6,savebcs7,savebcs8,savebcs9,savebcs10,savebcs11,savebcs12,savebcs14,savebcs13,desavebcs1,desavebcs2,desavebcs3,desavebcs4,desavebcs5,desavebcs6,emergency,emerchange,hhincfall,conhhinc,pubsecty,fisc_impact1,fisc_impact2,fisc_impact3,fisc_impact4,fisc_impact5,fisc_impact8,fisc_impact6,fisc_impact7,fisc11_act1,fisc11_act2,fisc11_act3,fisc11_act4,fisc11_act6,fisc11_act5,fisc11_conc1,fisc11_conc2,fisc11_conc3,fisc11_conc4,fisc11_conc5,fisc11_conc8,fisc11_conc6,fisc11_conc7,fisc_likact1,fisc_likact2,fisc_likact3,fisc_likact4,fisc_likact6,fisc_likact5,jbstat,xphsdf,xphpdf
0.975411483,20233255,No,E,59,55 - 64,South East,female,Local authority rented,refused,marrried or couple,refused,refused,refused,not applicable,not applicable,not applicable,not applicable,no,no,no,yes,no,no,no,no,no,no,yes,refused,refused,"keeping up, struggle from time to time",no,no,no,no,no,no,no,no,no,no,yes,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,Yes,More than 8 years,More than 8 years,refused,refused,,,,,,,,,,,,,,,,,,,,,Yes,refused,refused,refused,don't know,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,long-term sick/disab,no,no
1.01205492,21032559,No,C1,49,45 - 54,Scotland,male,Owned mortgage,"£17,500-£24,999",marrried or couple,£500-£599,down <£50,<=25,yes,"£150,000-£174,999","£50,000-£59,999",£200-£249,no,yes,no,yes,no,no,no,no,no,no,yes,"£8,500-£8,999",£180-£199,"keeping up, constant struggle",no,no,no,no,no,no,yes,no,no,no,no,,Somewhat concerned,yes,no,yes,no,no,no,no,no,no,,don't know,no,the same,Yes,Got the loan without difficulty,not applicable,not applicable,not applicable,"£5,000 - £5,999",Decrease by less than £50 a month,,,,,,,,,,,,,,,yes,no,no,no,no,no,No,Increased,"Not likely, but there is a small chance of a sharp fall in my household income",don't know,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,in paid employ,no,somewhat
0.976179621,20998458,No,E,65,65+,South West,female,Local authority rented,"£11,500-£13,499",marrried or couple,600-£699,down <£50,none,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,no,no,no,no,yes,no,applied and receiving rent and rate allowances,Somewhat concerned,no,yes,no,no,no,no,no,no,no,,Stayed the same,no,not applicable,No,not applicable,No,not applicable,not applicable,"£10,000 - £12,499",don't know,,,,,,,,,,,,,,,,,,,,,don't know,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,retired,yes,not applicable
0.962174157,20603511,No,E,50,45 - 54,East Anglia,female,Local authority rented,"£4,500-£6,499",never married,<=199,down £50-£100,none,not applicable,not applicable,not applicable,not applicable,no,no,yes,yes,no,no,no,no,no,no,yes,"£2,000-£2,499",£90-£99,"keeping up, constant struggle",no,no,no,no,no,yes,no,no,no,no,no,,Somewhat concerned,yes,no,yes,no,no,no,no,no,no,,Increased,no,not applicable,No,not applicable,No,not applicable,not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,long-term sick/disab,no,heavy
0.984935592,20729670,No,C1,40,35 - 44,South East,female,Local authority rented,refused,marrried or couple,refused,refused,refused,not applicable,not applicable,not applicable,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,not applicable,not applicable,refused,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Refused,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Refused,no,not applicable,No,not applicable,refused,not applicable,not applicable,refused,refused,,,,,,,,,,,,,,,,,,,,,No,refused,refused,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,in paid employ,yes,not applicable
1.07125115,20336940,No,C2,44,35 - 44,Wales,male,Local authority rented,"£17,500-£24,999",marrried or couple,<=199,down >£100,none,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,yes,no,no,no,yes,"£15,000-£19,999",£100-£119,"keeping up, struggle from time to time",no,no,no,no,no,yes,no,yes,no,no,no,,Very concerned,yes,no,yes,yes,no,no,no,no,no,,Decreased,yes,not applicable,No,not applicable,Yes,Haven't started saving yet,More than 8 years,None,don't know,,,,,,,,,,,,,,,,,,,,,No,Decreased,don't know,Yes,no,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,in paid employ,yes,heavy
1.00336714,21658917,No,B,74,65+,North West,male,Owned outright,"£11,500-£13,499",marrried or couple,<=199,down <£50,none,yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,no,yes,no,no,no,no,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,don't know,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£6,000 - £6,999",don't know,,,,,,,,,,,,,,,,,,,,,No,Decreased,don't know,Yes,no,no,no,no,no,no,no,yes,no,,,,,,,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,retired,no,not applicable
1.01400653,20185379,No,B,44,35 - 44,West Midlands,male,Local authority rented,"£40,000-£49,999",marrried or couple,£300-£399,down <£50,£50-£99,not applicable,not applicable,not applicable,not applicable,no,no,yes,yes,no,no,no,no,no,no,yes,£500-£999,£30-£39,"keeping up, struggle from time to time",no,no,no,no,no,no,no,no,no,no,yes,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Decreased,no,not applicable,No,not applicable,No,not applicable,not applicable,refused,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,Yes,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,in paid employ,no,somewhat
0.967991273,22905107,No,B,55,55 - 64,South East,female,Owned outright,"£40,000-£49,999",marrried or couple,"£2,000-£2,999",no change,£500-£599,yes,,not applicable,not applicable,yes,no,no,no,no,no,no,no,no,no,yes,"£20,000-£24,999",£400-£449,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,the same,Yes,Got the loan without difficulty,not applicable,not applicable,not applicable,"£50,000 - £74,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,retired,no,no
0.984586631,20580223,No,C1,22,18 - 24,North West,female,Private rented,"<£4,500",never married,<=199,down <£50,£200-£249,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, constant struggle",no,no,no,no,no,no,no,no,yes,no,no,,Somewhat concerned,yes,no,no,no,yes,no,no,no,no,,Stayed the same,no,the same,No,not applicable,don't know,not applicable,not applicable,"£2,000 - £2,999",Decrease by less than £50 a month,,,,,,,,,,,,,,,no,yes,no,no,no,no,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,FT student,no,not applicable
0.97706585,21780359,No,C1,58,55 - 64,Yorkshire & Humberside,female,Owned outright,"£11,500-£13,499",widowed/divorced/separated,£200-£299,no change,£100-£149,yes,,not applicable,not applicable,yes,no,no,no,no,no,no,no,no,no,yes,"£1,000-£1,499",£200-£219,"keeping up, struggle from time to time",no,no,no,no,no,yes,yes,no,no,no,no,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£10,000 - £12,499",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Increased,Not very likely - my household income is very secure,No,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,,,,,,in paid employ,no,somewhat
1.01527234,22869873,No,C2,56,55 - 64,Scotland,male,Owned outright,"£30,000-£39,999",marrried or couple,"£2,000-£2,999",up <£50,">=£2,000",yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£50,000 - £74,999",Increase by £50-£99 a month,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,yes,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,in paid employ,no,not applicable
0.981049679,20779452,No,B,51,45 - 54,South East,male,Owned mortgage,">=£100,000",marrried or couple,£400-£499,no change,£350-£399,yes,"£600,000-£699,999","£190,000-£209,999",">=£2,000",no,no,no,yes,no,no,no,no,no,no,yes,"£7,500-£7,999",>=£500,"keeping up, struggle from time to time",no,yes,no,no,no,no,no,no,no,no,no,,Somewhat concerned,yes,yes,yes,no,no,no,no,no,no,,Stayed the same,yes,the same,No,not applicable,not applicable,not applicable,not applicable,"£3,000 - £3,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,in paid employ,don't know,no
0.982511519,20569602,No,A,43,35 - 44,South East,female,Owned mortgage,"£75,000-£99,999",marrried or couple,don't know,don't know,£250-£299,no,not applicable,not applicable,not applicable,no,no,yes,no,no,no,yes,no,no,no,yes,don't know,don't know,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,don't know,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,don't know,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,don't know,don't know,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,something else,no,no
1.00336714,20594877,Yes,C1,66,65+,North West,male,Owned outright,"£40,000-£49,999",marrried or couple,"£1,000-£1,199",down >£100,£50-£99,yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,yes,no,no,no,no,no,,Somewhat concerned,yes,no,no,no,no,no,no,no,no,,Increased,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£20,000 - £24,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Increased,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,retired,no,not applicable
0.976047511,21061832,Yes,E,46,45 - 54,South West,male,Local authority rented,"<£4,500",never married,<=199,don't know,don't know,not applicable,not applicable,not applicable,not applicable,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,don't know,don't know,don't know,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Somewhat concerned,no,no,no,no,no,yes,no,no,no,?,Increased,yes,the same,No,not applicable,No,not applicable,not applicable,don't know,don't know,,,,,,,,,,,,,,,,,,,,,No,Decreased,don't know,don't know,don't know,no,no,no,no,no,no,no,yes,,,,,,,no,no,no,no,no,no,no,yes,,,,,,,long-term sick/disab,yes,heavy
0.97825419,20005677,No,C1,54,45 - 54,East Anglia,male,Local authority rented,"£25,000-£29,999",marrried or couple,"£2,000-£2,999",down >£100,none,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,no,no,no,no,no,yes,,Very concerned,yes,yes,no,no,no,no,no,no,no,,Increased,yes,harder,No,not applicable,Yes,Haven't started saving yet,More than 8 years,None,Decrease by £300 or more a month,,,,,,,,,,,,,,,yes,yes,no,yes,yes,no,No,Increased,Quite likely - my household income could fall sharply,Yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,long-term sick/disab,no,not applicable
0.962174157,20485454,No,E,48,45 - 54,East Anglia,female,Local authority rented,"£7,500-£9,499",marrried or couple,<=199,don't know,none,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,no,no,no,no,no,yes,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Refused,don't know,not applicable,No,not applicable,refused,not applicable,not applicable,<£500,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,don't know,don't know,don't know,don't know,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,no,yes,,,,,,,long-term sick/disab,no,not applicable
0.990356404,21306195,No,B,33,25 - 34,South East,male,Owned mortgage,"£50,000-£74,999",marrried or couple,<=199,down <£50,£50-£99,yes,"£100,000-£124,999","£80,000-£89,999",£550-£599,no,no,no,yes,no,no,no,no,no,no,yes,£200-£499,£50-£59,"keeping up, struggle from time to time",no,no,no,no,no,yes,no,no,no,no,no,,Somewhat concerned,yes,yes,no,yes,no,no,no,no,no,,Increased,yes,harder,No,not applicable,not applicable,not applicable,not applicable,None,Decrease by £100-£149 a month,,,,,,,,,,,,,,,no,no,no,yes,no,no,No,Decreased,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,yes,no,no,no,no,no,no,no,yes,,,,,,,no,no,no,no,no,no,no,yes,,,,,,,in paid employ,no,somewhat
0.999415428,23486471,No,C1,19,18 - 24,Yorkshire & Humberside,male,Private rented,"£25,000-£29,999",never married,don't know,don't know,<=25,not applicable,not applicable,not applicable,not applicable,no,no,yes,yes,no,yes,yes,no,no,no,yes,don't know,<£10,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Somewhat concerned,yes,yes,no,yes,no,no,no,no,no,,Increased,no,not applicable,Yes,Application still ongoing,No,not applicable,not applicable,£500-£999,Increase by less than £50 a month,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,,,,,,,Yes,don't know,Not very likely - my household income is very secure,don't know,don't know,no,no,no,no,no,no,no,yes,,,,,,,no,no,no,no,no,no,no,yes,,,,,,,FT student,don't know,no
0.942358671,24381570,No,A,21,18 - 24,East Anglia,female,Owned mortgage,"£75,000-£99,999",never married,don't know,up >£100,£500-£599,yes,"£350,000-£399,999","£80,000-£89,999",£650-£699,yes,no,no,no,no,no,yes,no,no,no,yes,don't know,£300-£349,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,the same,Yes,Got the loan without difficulty,not applicable,not applicable,not applicable,"£5,000 - £5,999",Increase by £300 or more a month,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,,,,,,,Yes,Increased,"Not likely, but there is a small chance of a sharp fall in my household income",don't know,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,in paid employ,no,no
0.974077441,24148799,No,A,34,25 - 34,South East,female,Owned mortgage,">=£100,000",marrried or couple,"£2,000-£2,999",no change,"£1,500-£1,999",yes,"£450,000-£499,999","£300,000-£399,999","£1,000-£1,249",no,yes,no,yes,no,no,no,no,no,no,yes,"£2,000-£2,499",>=£500,"keeping up, struggle from time to time",no,no,no,no,no,yes,no,no,no,no,no,,Somewhat concerned,yes,no,no,no,no,no,no,no,no,,Decreased,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£10,000 - £12,499",Increase by £300 or more a month,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,,,,,,,No,Stayed the same,Not very likely - my household income is very secure,No,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,in paid employ,no,somewhat
0.974077441,23955314,No,C1,30,25 - 34,South East,female,Owned mortgage,"£11,500-£13,499",marrried or couple,<=199,no change,none,yes,"£125,000-£149,999","£60,000-£69,999",£350-£399,no,no,no,yes,no,no,no,no,no,yes,yes,"£5,000-£5,499",£200-£219,"keeping up, struggle from time to time",no,no,no,no,no,no,no,no,no,no,yes,,Somewhat concerned,yes,yes,yes,no,no,no,no,no,no,,Stayed the same,no,the same,No,not applicable,not applicable,not applicable,not applicable,"£6,000 - £6,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,long-term sick/disab,no,somewhat
0.947535124,21130151,No,A,23,18 - 24,Greater London,female,Owned outright,">=£100,000",marrried or couple,"£2,000-£2,999",down <£50,"£1,000-£1,499",yes,,not applicable,not applicable,no,no,yes,yes,no,no,yes,no,no,no,yes,"£20,000-£24,999",£60-£69,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,easier,No,not applicable,not applicable,not applicable,not applicable,"£75,000 - £99,999",Increase by £150-£199 a month,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,,,,,,,Yes,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,in paid employ,no,no
1.44358828,20385012,No,B,26,25 - 34,Scotland,female,Other/Don't know/refused,"£30,000-£39,999",never married,"£1,800-£1,999",up <£50,£500-£599,not applicable,not applicable,not applicable,not applicable,yes,no,no,yes,no,no,yes,no,no,no,yes,"£15,000-£19,999",£280-£299,"keeping up, struggle from time to time",no,no,no,no,no,yes,yes,no,no,no,no,,Somewhat concerned,yes,yes,no,no,no,no,no,no,no,,Increased,no,easier,No,not applicable,Yes,Less than a year,2 year,"£1,000 - £1,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,Not very likely - my household income is very secure,No,don't know,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,in paid employ,no,somewhat
0.997338819,20704619,No,C1,43,35 - 44,West Midlands,female,Local authority rented,"£7,500-£9,499",marrried or couple,<=199,down £50-£100,<=25,not applicable,not applicable,not applicable,not applicable,no,no,no,yes,no,no,no,yes,no,no,yes,"£1,000-£1,499",£40-£49,"keeping up, constant struggle",no,no,no,no,no,yes,yes,no,no,no,no,,Somewhat concerned,yes,yes,yes,no,no,no,no,no,no,,Decreased,no,not applicable,No,not applicable,don't know,not applicable,not applicable,£500-£999,Increase by less than £50 a month,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,,,,,,,don't know,Decreased,don't know,Yes,yes,no,no,no,no,no,no,yes,no,,,,,,,yes,no,no,no,no,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,in paid employ,no,heavy
0.997740105,22438309,No,C1,74,65+,Greater London,male,Owned outright,"£17,500-£24,999",marrried or couple,£300-£399,no change,150-£199,yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£30,000 - £34,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,retired,no,not applicable
1.00210698,20701395,Yes,D,33,25 - 34,North,male,Local authority rented,"£17,500-£24,999",marrried or couple,"£1,800-£1,999",no change,£200-£249,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,yes,no,no,no,yes,no,no,no,no,no,,Very concerned,no,no,yes,yes,no,no,no,no,no,,Stayed the same,yes,the same,No,not applicable,No,not applicable,not applicable,"£6,000 - £6,999",Decrease by less than £50 a month,,,,,,,,,,,,,,,no,yes,no,no,yes,no,Yes,Stayed the same,Quite likely - my household income could fall sharply,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,in paid employ,yes,not applicable
1.01390744,21710687,No,E,26,25 - 34,West Midlands,female,Private rented,"<£4,500",never married,<=199,down >£100,none,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"have financial problems, fallen behind with many",no,no,no,no,no,yes,no,no,no,no,no,,Very concerned,yes,yes,no,no,no,no,no,no,no,,Increased,no,don't know,don't know,not applicable,Yes,Less than a year,More than 8 years,<£500,don't know,,,,,,,,,,,,,,,,,,,,,No,don't know,Quite likely - my household income could fall sharply,Yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,,,,,,,,yes,not applicable
0.994169016,22562044,No,C1,37,35 - 44,Yorkshire & Humberside,female,Local authority rented,"£17,500-£24,999",marrried or couple,£500-£599,no change,£25-£49,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,yes,yes,no,no,no,yes,<£200,£10-£19,"keeping up, struggle from time to time",no,no,no,no,no,no,yes,no,no,no,no,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Decreased,don't know,the same,No,not applicable,No,not applicable,not applicable,£500-£999,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,in paid employ,no,no
0.979485575,20853743,No,E,48,45 - 54,East Midlands,female,Local authority rented,"£11,500-£13,499",marrried or couple,don't know,down £50-£100,£50-£99,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,No,not applicable,not applicable,"£10,000 - £12,499",don't know,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,don't know,No,yes,no,no,no,no,no,no,yes,no,,,,,,,yes,no,yes,no,no,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,in paid employ,no,not applicable
0.968753568,20191467,No,B,67,65+,South West,female,Owned outright,"£25,000-£29,999",marrried or couple,don't know,no change,none,yes,,not applicable,not applicable,yes,no,no,yes,yes,yes,no,no,no,no,yes,don't know,don't know,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,don't know,don't know,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,yes,no,yes,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,retired,no,no
0.997015146,20472595,No,C2,62,55 - 64,Greater London,male,Local authority rented,"£17,500-£24,999",marrried or couple,£200-£299,no change,don't know,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, constant struggle",no,no,no,no,no,no,no,no,no,no,yes,,Somewhat concerned,yes,no,no,no,no,no,no,no,no,,Stayed the same,no,the same,No,not applicable,No,not applicable,not applicable,"£5,000 - £5,999",don't know,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,,,,,,,in paid employ,no,not applicable
1.0383712,20882782,No,E,68,65+,East Midlands,male,Private rented,"£9,500-£11,499",marrried or couple,<=199,down <£50,none,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,no,yes,no,no,no,no,,Somewhat concerned,yes,no,no,no,no,no,no,no,no,,Increased,no,not applicable,No,not applicable,No,not applicable,not applicable,"£50,000 - £74,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,no,no,no,yes,no,no,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,retired,yes,not applicable
