weight,subsid,ret,soc,age,age_grp,region,sex,tenure,fihhyr2,mastat,dfihhyr,dfihhyrchg,saveamount,huresp,hsval,mg1tot,xpmg,usa,usb,ush,usc,usj,usd,usi,use,usk,usg,us,ustot,xpus,billscc,actbillscc1,actbillscc2,actbillscc3,actbillscc4,actbillscc5,actbillscc6,actbillscc7,actbillscc8,actbillscc9,actbillscc10,actbillscc11,actbill_otherspec,condebt,actdebt1,actdebt2,actdebt3,actdebt4,actdebt5,actdebt7,actdebt6,actdebt8,actdebt9,actdebt_otherspec,changecondebt,hscntcr1,hscrchg,newloan,outloan,deposit,depositsave,timedeposit,nvesttot,savingch,savebcs1,savebcs2,savebcs3,savebcs4,savebcs5,savebcs6,savebcs7,savebcs8,savebcs9,savebcs10,savebcs11,savebcs12,savebcs14,savebcs13,desavebcs1,desavebcs2,desavebcs3,desavebcs4,desavebcs5,desavebcs6,emergency,emerchange,hhincfall,conhhinc,pubsecty,fisc_impact1,fisc_impact2,fisc_impact3,fisc_impact4,fisc_impact5,fisc_impact8,fisc_impact6,fisc_impact7,fisc11_act1,fisc11_act2,fisc11_act3,fisc11_act4,fisc11_act6,fisc11_act5,fisc11_conc1,fisc11_conc2,fisc11_conc3,fisc11_conc4,fisc11_conc5,fisc11_conc8,fisc11_conc6,fisc11_conc7,fisc_likact1,fisc_likact2,fisc_likact3,fisc_likact4,fisc_likact6,fisc_likact5,jbstat,xphsdf,xphpdf
1.02347517,24072832,No,C1,33,25 - 34,Greater London,male,Private rented,"£50,000-£74,999",marrried or couple,<=199,down >£100,£25-£49,not applicable,not applicable,not applicable,not applicable,no,yes,yes,no,no,no,no,no,no,no,yes,£200-£499,>=£500,"keeping up, struggle from time to time",no,no,no,no,yes,yes,no,no,no,no,no,,Somewhat concerned,yes,yes,no,no,no,no,no,no,no,,Stayed the same,refused,harder,No,not applicable,Yes,Haven't started saving yet,5 year,£500-£999,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Decreased,Quite likely - my household income could fall sharply,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,in paid employ,no,somewhat
0.979064924,25047181,No,C1,19,18 - 24,Greater London,female,Private rented,refused,never married,£500-£599,down >£100,£200-£249,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,yes,no,no,no,yes,"£10,000-£14,999",<£10,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Increased,don't know,the same,No,not applicable,No,not applicable,not applicable,refused,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,FT student,no,no
0.993394755,22643959,No,C1,55,55 - 64,Yorkshire & Humberside,male,Owned outright,"£40,000-£49,999",marrried or couple,don't know,no change,don't know,yes,,not applicable,not applicable,no,no,no,yes,no,no,no,no,no,no,yes,don't know,don't know,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,the same,No,not applicable,not applicable,not applicable,not applicable,don't know,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,don't know,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,yes,no,no,no,no,no,no,no,yes,,,,,,,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,in paid employ,no,no
0.968944993,22925984,No,C2,52,45 - 54,North,female,Owned outright,"£15,500-£17,499",marrried or couple,<=199,down >£100,none,yes,,not applicable,not applicable,no,yes,no,yes,no,no,no,no,no,no,yes,"£10,000-£14,999",£220-£239,"keeping up, constant struggle",no,no,no,no,no,yes,no,yes,yes,no,no,,Very concerned,yes,yes,yes,no,no,no,no,no,no,,Increased,don't know,harder,No,not applicable,not applicable,not applicable,not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,something else,no,heavy
1.04033693,22379670,No,E,48,45 - 54,Scotland,male,Private rented,"£7,500-£9,499",widowed/divorced/separated,<=199,no change,none,not applicable,not applicable,not applicable,not applicable,no,no,yes,no,yes,no,yes,no,no,no,yes,don't know,<£10,"have financial problems, fallen behind with many",no,no,no,no,no,yes,no,no,no,no,no,,Very concerned,yes,yes,no,no,no,no,no,no,no,,Increased,no,not applicable,No,not applicable,No,not applicable,not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,don't know,No,no,no,no,no,no,no,no,no,yes,,,,,,,yes,no,no,no,no,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,unemployed,yes,heavy
0.973969516,25038233,No,C2,48,45 - 54,North,female,Owned mortgage,"£17,500-£24,999",never married,£200-£299,down >£100,<=25,yes,"£75,000-£99,999","<£10,000",don't know,no,no,yes,yes,no,yes,no,no,no,no,yes,<£200,£10-£19,"keeping up, struggle from time to time",no,no,no,no,no,no,yes,no,no,no,no,,Somewhat concerned,yes,no,no,no,no,no,no,no,no,,Increased,yes,harder,Yes,Refused the loan or unable to borrow as much as wanted,not applicable,not applicable,not applicable,<£500,Decrease by £150-£199 a month,,,,,,,,,,,,,,,no,yes,no,no,no,no,No,Increased,Quite likely - my household income could fall sharply,Yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,in paid employ,no,somewhat
0.97706585,22923525,No,C1,64,55 - 64,Yorkshire & Humberside,female,Owned outright,"£9,500-£11,499",widowed/divorced/separated,<=199,no change,none,yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, constant struggle",no,no,no,no,no,yes,yes,no,no,no,no,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£50,000 - £74,999",don't know,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,retired,no,not applicable
0.97706585,20965670,No,C1,60,55 - 64,Yorkshire & Humberside,female,Owned outright,"£30,000-£39,999",marrried or couple,"£1,400-£1,599",no change,£350-£399,yes,,not applicable,not applicable,no,no,no,yes,no,no,no,no,no,no,yes,£200-£499,£260-£279,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£30,000 - £34,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,no,yes,,,,,,,no,no,no,no,no,no,no,yes,,,,,,,in paid employ,no,no
0.990380706,21180704,No,E,68,65+,North,female,Owned mortgage,refused,marrried or couple,don't know,no change,none,yes,"£350,000-£399,999",refused,refused,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Decreased,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,don't know,don't know,,,,,,,,,,,,,,,,,,,,,Yes,Increased,Not very likely - my household income is very secure,Yes,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,retired,no,not applicable
1.02379888,23560410,No,E,69,65+,Scotland,male,Owned outright,"£17,500-£24,999",marrried or couple,£200-£299,down >£100,150-£199,yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£100,000 - £149,999",Increase by £150-£199 a month,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,,,,,,,Yes,Stayed the same,Quite likely - my household income could fall sharply,Yes,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,retired,no,not applicable
0.978213261,22056596,No,E,61,55 - 64,Greater London,female,Owned mortgage,refused,marrried or couple,refused,refused,£100-£149,yes,refused,"<£10,000",<£100,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,yes,no,no,no,no,no,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,refused,don't know,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Quite likely - my household income could fall sharply,Yes,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,yes,no,no,no,something else,no,not applicable
0.97706585,20422579,No,D,61,55 - 64,Yorkshire & Humberside,female,Owned outright,"£25,000-£29,999",marrried or couple,£300-£399,down <£50,none,yes,,not applicable,not applicable,no,no,yes,yes,no,yes,no,no,no,no,yes,"£5,000-£5,499",£160-£179,"keeping up, constant struggle",no,no,no,no,no,yes,no,no,no,no,no,,Very concerned,yes,yes,no,no,no,no,no,no,no,,Stayed the same,yes,harder,No,not applicable,not applicable,not applicable,not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Increased,Quite likely - my household income could fall sharply,Yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,in paid employ,no,heavy
0.995010758,25054976,No,E,60,55 - 64,North West,male,Owned outright,"£17,500-£24,999",marrried or couple,£500-£599,down >£100,£400-£449,yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,no,yes,no,no,no,no,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Increased,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£50,000 - £74,999",Decrease by £300 or more a month,,,,,,,,,,,,,,,yes,no,no,no,no,no,Yes,Increased,Quite likely - my household income could fall sharply,Yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,retired,no,not applicable
1.01527234,22007466,No,C2,64,55 - 64,Scotland,male,Owned outright,"£13,500-£15,499",widowed/divorced/separated,"£1,000-£1,199",down £50-£100,£50-£99,yes,,not applicable,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,refused,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,yes,no,no,no,no,no,no,,Very concerned,yes,no,no,no,no,no,no,no,no,,Stayed the same,yes,harder,Yes,Refused the loan or unable to borrow as much as wanted,not applicable,not applicable,not applicable,"£2,000 - £2,999",Decrease by £300 or more a month,,,,,,,,,,,,,,,yes,yes,yes,no,no,no,No,Stayed the same,Quite likely - my household income could fall sharply,Yes,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,in paid employ,no,not applicable
1.04948549,23663608,No,C1,50,45 - 54,Wales,male,Owned mortgage,"£30,000-£39,999",marrried or couple,"£2,000-£2,999",down >£100,none,yes,"£200,000-£224,999","£70,000-£79,999",£700-£749,no,no,no,yes,no,no,no,no,no,no,yes,"£1,000-£1,499",£100-£119,"keeping up, constant struggle",no,no,no,no,no,yes,no,no,no,no,no,,Somewhat concerned,yes,yes,no,no,no,no,no,no,no,,Increased,yes,not applicable,No,not applicable,not applicable,not applicable,not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,yes,no,no,no,no,no,no,no,yes,,,,,,,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,long-term sick/disab,no,somewhat
0.992652849,20972917,No,E,56,55 - 64,South West,female,Private rented,"£15,500-£17,499",marrried or couple,£200-£299,down £50-£100,none,not applicable,not applicable,not applicable,not applicable,no,no,yes,yes,no,no,no,no,no,no,yes,"£10,000-£14,999",£400-£449,"keeping up, constant struggle",no,no,no,no,no,no,no,no,no,no,yes,,Very concerned,no,no,no,no,no,no,yes,no,no,,Increased,no,not applicable,No,not applicable,No,not applicable,not applicable,None,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,don't know,don't know,don't know,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,something else,no,heavy
0.992493715,21068819,No,E,66,65+,South West,male,Local authority rented,"£17,500-£24,999",marrried or couple,<=199,no change,£25-£49,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Decreased,no,not applicable,No,not applicable,No,not applicable,not applicable,"£5,000 - £5,999",don't know,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,retired,no,not applicable
1.06089238,21685037,No,D,59,55 - 64,Wales,male,Local authority rented,"£30,000-£39,999",marrried or couple,£300-£399,down >£100,none,not applicable,not applicable,not applicable,not applicable,no,yes,no,yes,no,no,no,no,no,no,yes,"£15,000-£19,999",£400-£449,"keeping up, constant struggle",no,no,no,no,yes,yes,no,yes,no,no,no,,Somewhat concerned,yes,yes,no,yes,no,no,no,no,no,,Increased,no,not applicable,No,not applicable,No,not applicable,not applicable,"£1,000 - £1,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,yes,no,no,no,no,no,no,yes,no,,,,,,,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,in paid employ,no,heavy
1.03164688,22569964,No,E,68,65+,Scotland,male,Local authority rented,"£15,500-£17,499",marrried or couple,<=199,don't know,don't know,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,yes,no,no,no,no,yes,<£200,£60-£69,"keeping up, struggle from time to time",no,no,no,no,no,yes,no,no,no,no,no,,Refused,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,yes,the same,No,not applicable,No,not applicable,not applicable,<£500,refused,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,refused,No,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,retired,no,no
0.984586631,24828268,No,C1,19,18 - 24,North West,female,Private rented,"£7,500-£9,499",never married,<=199,down >£100,<=25,not applicable,not applicable,not applicable,not applicable,no,no,no,no,no,no,yes,no,no,no,yes,"£8,500-£8,999",<£10,"keeping up, struggle from time to time",no,no,no,no,no,yes,no,yes,yes,no,no,,Somewhat concerned,yes,no,no,yes,yes,no,no,no,no,,Increased,don't know,easier,Yes,Eventually got the loan after some difficulty,No,not applicable,not applicable,<£500,Increase by £100-£149 a month,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,,,,,,,No,Decreased,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,no,no,no,no,no,no,no,yes,no,,,,,,,no,yes,yes,no,yes,no,no,no,yes,no,yes,yes,no,no,FT student,yes,heavy
0.964923696,22648559,No,C2,46,45 - 54,South East,female,Owned mortgage,"£30,000-£39,999",widowed/divorced/separated,£500-£599,up £50-£100,£100-£149,yes,"£275,000-£299,999","£100,000-£109,999",£750-£799,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,yes,no,yes,no,no,no,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£6,000 - £6,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Decreased,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,no,yes,,,,,,,no,no,no,no,no,no,no,yes,,,,,,,self employed,no,not applicable
0.973969516,22250958,No,C1,48,45 - 54,Yorkshire & Humberside,female,Owned mortgage,refused,widowed/divorced/separated,don't know,down >£100,none,yes,"£225,000-£249,999","£50,000-£59,999",£200-£249,no,no,yes,yes,no,yes,yes,no,no,no,yes,£500-£999,>=£500,"keeping up, constant struggle",no,no,no,no,no,yes,yes,no,no,no,no,,Somewhat concerned,yes,yes,no,no,no,no,no,no,no,,Increased,no,don't know,No,not applicable,not applicable,not applicable,not applicable,"£17,500 - £19,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,Quite likely - my household income could fall sharply,Yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no,no,FT student,no,somewhat
1.00665182,23790686,No,E,32,25 - 34,Greater London,female,Private rented,"£25,000-£29,999",never married,"£1,000-£1,199",down >£100,<=25,not applicable,not applicable,not applicable,not applicable,no,yes,yes,yes,yes,yes,yes,no,no,no,yes,"£2,500-£2,999",£160-£179,"keeping up, constant struggle",no,no,no,no,no,yes,yes,yes,no,no,no,,Very concerned,yes,no,no,yes,no,no,no,no,no,,Increased,yes,harder,Yes,Got the loan but more costly than anticipated,Yes,More than 8 years,More than 8 years,None,don't know,,,,,,,,,,,,,,,,,,,,,No,Increased,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,no,yes,,,,,,,in paid employ,yes,heavy
0.965078396,21377564,No,D,47,45 - 54,Greater London,female,Owned outright,"£17,500-£24,999",marrried or couple,£300-£399,down >£100,£50-£99,yes,,not applicable,not applicable,no,no,no,yes,no,no,no,no,no,no,yes,£200-£499,£240-£259,"keeping up, struggle from time to time",no,no,no,no,no,yes,no,no,no,no,no,,Somewhat concerned,yes,yes,no,no,no,no,no,no,no,,Stayed the same,yes,harder,No,not applicable,not applicable,not applicable,not applicable,None,don't know,,,,,,,,,,,,,,,,,,,,,No,Decreased,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,no,no,no,no,yes,no,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,something else,no,somewhat
0.990246674,24869209,No,C2,52,45 - 54,North,male,Owned mortgage,"£40,000-£49,999",marrried or couple,<=199,down >£100,none,yes,"£125,000-£149,999","£60,000-£69,999","£1,000-£1,249",no,yes,yes,yes,no,no,no,no,no,no,yes,"£25,000-£29,999",£10-£19,"keeping up, constant struggle",no,yes,no,no,yes,no,no,yes,no,no,no,,Somewhat concerned,yes,yes,no,yes,no,no,no,no,no,,Stayed the same,yes,harder,Yes,Application still ongoing,not applicable,not applicable,not applicable,None,Increase by £50-£99 a month,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,,,,,,,No,Stayed the same,Not very likely - my household income is very secure,No,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,in paid employ,yes,heavy
1.04088589,20926659,No,C1,59,55 - 64,Wales,female,Owned mortgage,"£25,000-£29,999",marrried or couple,£800-£899,down £50-£100,£200-£249,yes,"£150,000-£174,999","<£10,000",<£100,no,yes,no,yes,no,no,no,no,no,no,yes,"£2,000-£2,499",£180-£199,"keeping up, struggle from time to time",no,no,no,no,no,yes,yes,yes,no,no,no,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,don't know,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£75,000 - £99,999",don't know,,,,,,,,,,,,,,,,,,,,,Yes,Increased,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,long-term sick/disab,no,somewhat
1.03551616,22661387,No,E,59,55 - 64,Wales,female,Owned outright,"£25,000-£29,999",never married,£800-£899,no change,none,yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,yes,yes,no,no,no,no,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,the same,No,not applicable,not applicable,not applicable,not applicable,"£75,000 - £99,999",don't know,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Quite likely - my household income could fall sharply,Yes,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,no,no,yes,no,,,,,,,long-term sick/disab,no,not applicable
0.995010758,23750762,No,E,55,55 - 64,North West,male,Owned outright,"£30,000-£39,999",widowed/divorced/separated,"£1,800-£1,999",up <£50,£200-£249,yes,,not applicable,not applicable,no,no,no,yes,no,no,no,no,no,no,yes,<£200,<£10,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,">=£150,000",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,retired,no,no
0.95994584,21647052,No,C1,49,45 - 54,South East,female,Owned outright,"£50,000-£74,999",marrried or couple,<=199,no change,£25-£49,yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,don't know,No,not applicable,not applicable,not applicable,not applicable,"£20,000 - £24,999",don't know,,,,,,,,,,,,,,,,,,,,,Yes,don't know,don't know,don't know,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,don't know,don't know,don't know,don't know,don't know,don't know,something else,no,not applicable
1.04088589,24512564,No,C2,56,55 - 64,Wales,female,Owned mortgage,"£15,500-£17,499",marrried or couple,£900-£999,down >£100,none,yes,"£100,000-£124,999","£30,000-£39,999",£250-£299,yes,yes,yes,no,no,no,no,no,no,no,yes,"£1,500-£1,999",£160-£179,"keeping up, struggle from time to time",no,no,no,no,no,no,no,no,no,no,yes,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,yes,harder,No,not applicable,not applicable,not applicable,not applicable,None,don't know,,,,,,,,,,,,,,,,,,,,,No,Stayed the same,"Not likely, but there is a small chance of a sharp fall in my household income",No,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,,,,,,,in paid employ,no,somewhat
1.04421271,22020961,No,E,69,65+,Wales,female,Owned outright,"£15,500-£17,499",widowed/divorced/separated,£200-£299,down <£50,£25-£49,yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,"keeping up, struggle from time to time",no,no,no,no,no,yes,no,no,no,no,no,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,refused,Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,don't know,Stayed the same,Not very likely - my household income is very secure,No,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,retired,no,not applicable
1.00683393,22565530,No,E,53,45 - 54,Scotland,male,Owned outright,"£17,500-£24,999",marrried or couple,"£1,000-£1,199",up >£100,none,yes,,not applicable,not applicable,no,no,no,no,no,no,no,no,no,no,no,not applicable,not applicable,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,the same,No,not applicable,not applicable,not applicable,not applicable,"£50,000 - £74,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Stayed the same,Not very likely - my household income is very secure,No,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,something else,no,not applicable
1.05828137,22662861,No,C2,61,55 - 64,Wales,male,Owned mortgage,"£30,000-£39,999",marrried or couple,£500-£599,no change,£350-£399,yes,"£200,000-£224,999","<£10,000",<£100,no,no,no,yes,no,no,no,no,no,no,yes,<£200,<£10,keeping up without much difficulty,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Not at all concerned,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,,Stayed the same,no,not applicable,No,not applicable,not applicable,not applicable,not applicable,"£17,500 - £19,999",Don’t plan to change my monthly savings,,,,,,,,,,,,,,,,,,,,,Yes,Increased,"Not likely, but there is a small chance of a sharp fall in my household income",Yes,no,no,no,no,no,no,no,yes,no,,,,,,,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,self employed,no,no
